RIS Field	EndNote Field	EndNote Ref. Type	In RIS spec?	Raw Data
PB	Publisher	Dictionary	Y	PB    Publisher
PB	Publisher	Encyclopedia	Y	PB    Publisher
PB	Publisher	Aggregated Database	Y	PB    Publisher
PB	Publisher	Blog	Y	PB    Publisher
PB	Publisher	Catalog	Y	PB    Publisher
PB	Publisher	Pamphlet	Y	PB    Publisher
PB	Publisher	Serial	Y	PB    Publisher
PB	Publisher	Standard	Y	PB    Publisher
PB	Publisher	Electronic Book Section	Y	PB    Publisher
PB	Source	Statute	Y	PB    Source
PB	Sponsoring Agency	Grant	Y	PB    Sponsoring Agency
PB	University	Thesis	Y	PB    University
PY	Year	Journal Article	Y	PY    Year
PY	Year	Book	Y	PY    Year
PY	Year	Thesis	Y	PY    Year
PY	Year	Personal Communication	Y	PY    Year
PY	Year	Newspaper Article	Y	PY    Year
PY	Year	Computer Program	Y	PY    Year
PY	Year	Book Section	Y	PY    Year
PY	Year	Magazine Article	Y	PY    Year
PY	Year	Edited Book	Y	PY    Year
PY	Year	Report	Y	PY    Year
PY	Year	Map	Y	PY    Year
PY	Year	Audiovisual Material	Y	PY    Year
PY	Year	Artwork	Y	PY    Year
PY	Year	Patent	Y	PY    Year
PY	Year	Web Page	Y	PY    Year
PY	Year	Bill	Y	PY    Year
PY	Year	Case	Y	PY    Year
PY	Year	Hearing	Y	PY    Year
PY	Year	Manuscript	Y	PY    Year
PY	Year	Statute	Y	PY    Year
PY	Year	Figure	Y	PY    Year
PY	Year	Chart or Table	Y	PY    Year
PY	Year	Equation	Y	PY    Year
PY	Year	Electronic Article	Y	PY    Year
PY	Year	Electronic Book	Y	PY    Year
PY	Year	Online Database	Y	PY    Year
PY	Year	Generic	Y	PY    Year
PY	Year	Government Document	Y	PY    Year
PY	Year	Conference Paper	Y	PY    Year
PY	Year	Online Multimedia	Y	PY    Year
PY	Year	Classical Work	Y	PY    Year
PY	Year	Legal Rule or Regulation	Y	PY    Year
PY	Year	Unpublished Work	Y	PY    Year
PY	Year	Ancient Text	Y	PY    Year
PY	Year	Dictionary	Y	PY    Year
PY	Year	Encyclopedia	Y	PY    Year
PY	Year	Grant	Y	PY    Year
PY	Year	Aggregated Database	Y	PY    Year
PY	Year	Blog	Y	PY    Year
PY	Year	Catalog	Y	PY    Year
PY	Year	Pamphlet	Y	PY    Year
PY	Year	Serial	Y	PY    Year
PY	Year	Standard	Y	PY    Year
PY	Year	Dataset	Y	PY    Year
PY	Year	Electronic Book Section	Y	PY    Year
PY	Year of Conference	Conference Proceedings	Y	PY    Year of Conference
PY	Year Released	Manuscript-2	Y	PY    Year Released
RI	Article Number	Statute	N	RI    Article Number
RI	Geographic Coverage	Dataset	N	RI    Geographic Coverage
RI	Reviewed Item	Journal Article	N	RI    Reviewed Item
RI	Reviewed Item	Newspaper Article	N	RI    Reviewed Item
RI	Reviewed Item	Book Section	N	RI    Reviewed Item
RI	Reviewed Item	Magazine Article	N	RI    Reviewed Item
RI	Reviewed Item	Electronic Article	N	RI    Reviewed Item
RI	Reviewed Item	Generic	N	RI    Reviewed Item
RI	Reviewed Item	Ancient Text	N	RI    Reviewed Item
RI	Reviewed Item	Dictionary	N	RI    Reviewed Item
RI	Reviewed Item	Encyclopedia	N	RI    Reviewed Item
RI	Reviewed Item	Grant	N	RI    Reviewed Item
RI	Reviewed Item	Serial	N	RI    Reviewed Item
RI	Reviewed Item	Electronic Book Section	N	RI    Reviewed Item
RN	Research Notes	Journal Article	N	RN    Research Notes
RN	Research Notes	Book	N	RN    Research Notes
RN	Research Notes	Thesis	N	RN    Research Notes
RN	Research Notes	Conference Proceedings	N	RN    Research Notes
RN	Research Notes	Personal Communication	N	RN    Research Notes
RN	Research Notes	Newspaper Article	N	RN    Research Notes
RN	Research Notes	Computer Program	N	RN    Research Notes
RN	Research Notes	Book Section	N	RN    Research Notes
RN	Research Notes	Magazine Article	N	RN    Research Notes
RN	Research Notes	Edited Book	N	RN    Research Notes
RN	Research Notes	Report	N	RN    Research Notes
RN	Research Notes	Map	N	RN    Research Notes
RN	Research Notes	Audiovisual Material	N	RN    Research Notes
RN	Research Notes	Artwork	N	RN    Research Notes
RN	Research Notes	Patent	N	RN    Research Notes
RN	Research Notes	Web Page	N	RN    Research Notes
RN	Research Notes	Bill	N	RN    Research Notes
RN	Research Notes	Case	N	RN    Research Notes
RN	Research Notes	Hearing	N	RN    Research Notes
RN	Research Notes	Manuscript	N	RN    Research Notes
RN	Research Notes	Manuscript-2	N	RN    Research Notes
RN	Research Notes	Statute	N	RN    Research Notes
RN	Research Notes	Figure	N	RN    Research Notes
RN	Research Notes	Chart or Table	N	RN    Research Notes
RN	Research Notes	Equation	N	RN    Research Notes
RN	Research Notes	Electronic Article	N	RN    Research Notes
RN	Research Notes	Electronic Book	N	RN    Research Notes
RN	Research Notes	Online Database	N	RN    Research Notes
RN	Research Notes	Generic	N	RN    Research Notes
RN	Research Notes	Government Document	N	RN    Research Notes
RN	Research Notes	Conference Paper	N	RN    Research Notes
RN	Research Notes	Online Multimedia	N	RN    Research Notes
RN	Research Notes	Classical Work	N	RN    Research Notes
RN	Research Notes	Legal Rule or Regulation	N	RN    Research Notes
RN	Research Notes	Unpublished Work	N	RN    Research Notes
RN	Research Notes	Ancient Text	N	RN    Research Notes
RN	Research Notes	Dictionary	N	RN    Research Notes
RN	Research Notes	Encyclopedia	N	RN    Research Notes
RN	Research Notes	Grant	N	RN    Research Notes
RN	Research Notes	Aggregated Database	N	RN    Research Notes
RN	Research Notes	Blog	N	RN    Research Notes
RN	Research Notes	Catalog	N	RN    Research Notes
RN	Research Notes	Pamphlet	N	RN    Research Notes
RN	Research Notes	Serial	N	RN    Research Notes
RN	Research Notes	Standard	N	RN    Research Notes
RN	Research Notes	Dataset	N	RN    Research Notes
RN	Research Notes	Electronic Book Section	N	RN    Research Notes
RP	Notes	Report	Y	RP    Notes
RP	Reprint Edition	Journal Article	Y	RP    Reprint Edition
RP	Reprint Edition	Book	Y	RP    Reprint Edition
RP	Reprint Edition	Newspaper Article	Y	RP    Reprint Edition
RP	Reprint Edition	Book Section	Y	RP    Reprint Edition
RP	Reprint Edition	Magazine Article	Y	RP    Reprint Edition
RP	Reprint Edition	Edited Book	Y	RP    Reprint Edition
RP	Reprint Edition	Generic	Y	RP    Reprint Edition
RP	Reprint Edition	Classical Work	Y	RP    Reprint Edition
RP	Reprint Edition	Ancient Text	Y	RP    Reprint Edition
RP	Reprint Edition	Dictionary	Y	RP    Reprint Edition
RP	Reprint Edition	Encyclopedia	Y	RP    Reprint Edition
RP	Reprint Edition	Catalog	Y	RP    Reprint Edition
RP	Reprint Edition	Pamphlet	Y	RP    Reprint Edition
RP	Reprint Edition	Serial	Y	RP    Reprint Edition
RP	Reprint Edition	Electronic Book Section	Y	RP    Reprint Edition
RP	Review Date	Grant	Y	RP    Review Date
SE	Chapter	Book Section	N	SE    Chapter
SE	Chapter	Serial	N	SE    Chapter
SE	Code Section	Bill	N	SE    Code Section
SE	Duration of Grant	Grant	N	SE    Duration of Grant
SE	E-Pub Date	Electronic Article	N	SE    E-Pub Date
SE	International Patent Number	Patent	N	SE    International Patent Number
SE	Message Number	Blog	N	SE    Message Number
SE	Number of Pages	Catalog	N	SE    Number of Pages
SE	Original Release Date	Dataset	N	SE    Original Release Date
SE	Pages	Book	N	SE    Pages
SE	Screens	Aggregated Database	N	SE    Screens
SE	Section	Newspaper Article	N	SE    Section
SE	Section	Generic	N	SE    Section
SE	Section	Government Document	N	SE    Section
SE	Section Number	Legal Rule or Regulation	N	SE    Section Number
SE	Section Number	Standard	N	SE    Section Number
SE	Sections	Statute	N	SE    Sections
SE	Start Page	Magazine Article	N	SE    Start Page
SE	Start Page	Manuscript	N	SE    Start Page
SN	Document Number	Legal Rule or Regulation	Y	SN    Document Number
SN	Document Number	Standard	Y	SN    Document Number
SN	ISBN	Book	Y	SN    ISBN
SN	ISBN	Conference Proceedings	Y	SN    ISBN
SN	ISBN	Computer Program	Y	SN    ISBN
SN	ISBN	Book Section	Y	SN    ISBN
SN	ISBN	Edited Book	Y	SN    ISBN
SN	ISBN	Map	Y	SN    ISBN
SN	ISBN	Audiovisual Material	Y	SN    ISBN
SN	ISBN	Web Page	Y	SN    ISBN
SN	ISBN	Electronic Book	Y	SN    ISBN
SN	ISBN	Ancient Text	Y	SN    ISBN
SN	ISBN	Dictionary	Y	SN    ISBN
SN	ISBN	Encyclopedia	Y	SN    ISBN
SN	ISBN	Blog	Y	SN    ISBN
SN	ISBN	Catalog	Y	SN    ISBN
SN	ISBN	Pamphlet	Y	SN    ISBN
SN	ISBN	Serial	Y	SN    ISBN
SN	ISBN	Electronic Book Section	Y	SN    ISBN
SN	ISBN/ISSN	Generic	Y	SN    ISBN/ISSN
SN	ISSN	Journal Article	Y	SN    ISSN
SN	ISSN	Newspaper Article	Y	SN    ISSN
SN	ISSN	Magazine Article	Y	SN    ISSN
SN	ISSN	Electronic Article	Y	SN    ISSN
SN	ISSN	Dataset	Y	SN    ISSN
SN	ISSN/ISBN	Classical Work	Y	SN    ISSN/ISBN
SN	ISSN/ISBN	Aggregated Database	Y	SN    ISSN/ISBN
SN	Patent Number	Patent	Y	SN    Patent Number
SN	Report Number	Report	Y	SN    Report Number
SN	Report Number	Online Database	Y	SN    Report Number
SN	Report Number	Government Document	Y	SN    Report Number
SP	Code Pages	Bill	Y	SP    Code Pages
SP	Description	Computer Program	Y	SP    Description
SP	Description	Map	Y	SP    Description
SP	Description	Artwork	Y	SP    Description
SP	Description	Web Page	Y	SP    Description
SP	Description	Figure	Y	SP    Description
SP	Description	Chart or Table	Y	SP    Description
SP	Description	Equation	Y	SP    Description
SP	Description	Blog	Y	SP    Description
SP	First Page	Case	Y	SP    First Page
SP	Number of Pages	Book	Y	SP    Number of Pages
SP	Number of Pages	Thesis	Y	SP    Number of Pages
SP	Number of Pages	Edited Book	Y	SP    Number of Pages
SP	Number of Pages	Classical Work	Y	SP    Number of Pages
SP	Number of Screens	Electronic Book	Y	SP    Number of Screens
SP	Pages	Journal Article	Y	SP    Pages
SP	Pages	Conference Proceedings	Y	SP    Pages
SP	Pages	Personal Communication	Y	SP    Pages
SP	Pages	Newspaper Article	Y	SP    Pages
SP	Pages	Book Section	Y	SP    Pages
SP	Pages	Magazine Article	Y	SP    Pages
SP	Pages	Report	Y	SP    Pages
SP	Pages	Patent	Y	SP    Pages
SP	Pages	Hearing	Y	SP    Pages
SP	Pages	Manuscript	Y	SP    Pages
SP	Pages	Statute	Y	SP    Pages
SP	Pages	Electronic Article	Y	SP    Pages
SP	Pages	Online Database	Y	SP    Pages
SP	Pages	Generic	Y	SP    Pages
SP	Pages	Government Document	Y	SP    Pages
SP	Pages	Conference Paper	Y	SP    Pages
SP	Pages	Legal Rule or Regulation	Y	SP    Pages
SP	Pages	Unpublished Work	Y	SP    Pages
SP	Pages	Ancient Text	Y	SP    Pages
SP	Pages	Dictionary	Y	SP    Pages
SP	Pages	Encyclopedia	Y	SP    Pages
SP	Pages	Grant	Y	SP    Pages
SP	Pages	Aggregated Database	Y	SP    Pages
SP	Pages	Catalog	Y	SP    Pages
SP	Pages	Pamphlet	Y	SP    Pages
SP	Pages	Serial	Y	SP    Pages
SP	Pages	Standard	Y	SP    Pages
SP	Pages	Electronic Book Section	Y	SP    Pages
SP	Running Time	Manuscript-2	Y	SP    Running Time
ST	Abbreviated Case Name	Case	N	ST    Abbreviated Case Name
ST	Short Title	Journal Article	N	ST    Short Title
ST	Short Title	Book	N	ST    Short Title
ST	Short Title	Thesis	N	ST    Short Title
ST	Short Title	Conference Proceedings	N	ST    Short Title
ST	Short Title	Personal Communication	N	ST    Short Title
ST	Short Title	Newspaper Article	N	ST    Short Title
ST	Short Title	Computer Program	N	ST    Short Title
ST	Short Title	Book Section	N	ST    Short Title
ST	Short Title	Magazine Article	N	ST    Short Title
ST	Short Title	Edited Book	N	ST    Short Title
ST	Short Title	Report	N	ST    Short Title
ST	Short Title	Map	N	ST    Short Title
ST	Short Title	Audiovisual Material	N	ST    Short Title
ST	Short Title	Artwork	N	ST    Short Title
ST	Short Title	Patent	N	ST    Short Title
ST	Short Title	Web Page	N	ST    Short Title
ST	Short Title	Bill	N	ST    Short Title
ST	Short Title	Hearing	N	ST    Short Title
ST	Short Title	Manuscript	N	ST    Short Title
ST	Short Title	Manuscript-2	N	ST    Short Title
ST	Short Title	Statute	N	ST    Short Title
ST	Short Title	Generic	N	ST    Short Title
ST	Short Title	Classical Work	N	ST    Short Title
ST	Short Title	Unpublished Work	N	ST    Short Title
ST	Short Title	Ancient Text	N	ST    Short Title
ST	Short Title	Dictionary	N	ST    Short Title
ST	Short Title	Encyclopedia	N	ST    Short Title
ST	Short Title	Grant	N	ST    Short Title
ST	Short Title	Aggregated Database	N	ST    Short Title
ST	Short Title	Blog	N	ST    Short Title
ST	Short Title	Catalog	N	ST    Short Title
ST	Short Title	Pamphlet	N	ST    Short Title
ST	Short Title	Serial	N	ST    Short Title
ST	Short Title	Dataset	N	ST    Short Title
ST	Short Title	Electronic Book Section	N	ST    Short Title
SV	Docket Number	Case	N	SV    Docket Number
SV	Series Volume	Book Section	N	SV    Series Volume
T2	Academic Department	Thesis	Y	T2    Academic Department
T2	Book Title	Book Section	Y	T2    Book Title
T2	Book Title	Electronic Book Section	Y	T2    Book Title
T2	Code	Bill	Y	T2    Code
T2	Code	Statute	Y	T2    Code
T2	Collection Title	Manuscript	Y	T2    Collection Title
T2	Committee	Hearing	Y	T2    Committee
T2	Conference Name	Conference Proceedings	Y	T2    Conference Name
T2	Conference Name	Conference Paper	Y	T2    Conference Name
T2	Dictionary Title	Dictionary	Y	T2    Dictionary Title
T2	Encyclopedia Title	Encyclopedia	Y	T2    Encyclopedia Title
T2	Image Source Program	Figure	Y	T2    Image Source Program
T2	Image Source Program	Chart or Table	Y	T2    Image Source Program
T2	Image Source Program	Equation	Y	T2    Image Source Program
T2	Journal	Journal Article	Y	T2    Journal
T2	Magazine	Magazine Article	Y	T2    Magazine
T2	Newspaper	Newspaper Article	Y	T2    Newspaper
T2	Periodical	Online Database	Y	T2    Periodical
T2	Periodical	Aggregated Database	Y	T2    Periodical
T2	Periodical Title	Electronic Article	Y	T2    Periodical Title
T2	Publication Title	Ancient Text	Y	T2    Publication Title
T2	Published Source	Patent	Y	T2    Published Source
T2	Published Source	Pamphlet	Y	T2    Published Source
T2	Secondary Title	Electronic Book	Y	T2    Secondary Title
T2	Secondary Title	Generic	Y	T2    Secondary Title
T2	Secondary Title	Serial	Y	T2    Secondary Title
T2	Section Title	Standard	Y	T2    Section Title
T2	Series Title	Book	Y	T2    Series Title
T2	Series Title	Computer Program	Y	T2    Series Title
T2	Series Title	Edited Book	Y	T2    Series Title
T2	Series Title	Report	Y	T2    Series Title
T2	Series Title	Map	Y	T2    Series Title
T2	Series Title	Web Page	Y	T2    Series Title
T2	Series Title	Manuscript-2	Y	T2    Series Title
T2	Series Title	Online Multimedia	Y	T2    Series Title
T2	Series Title	Classical Work	Y	T2    Series Title
T2	Series Title	Unpublished Work	Y	T2    Series Title
T2	Series Title	Catalog	Y	T2    Series Title
T2	Title Number	Legal Rule or Regulation	Y	T2    Title Number
T2	Title of WebLog	Blog	Y	T2    Title of WebLog
T3	Decision	Case	Y	T3    Decision
T3	Department	Unpublished Work	Y	T3    Department
T3	Institution	Blog	Y	T3    Institution
T3	International Source	Statute	Y	T3    International Source
T3	International Title	Patent	Y	T3    International Title
T3	Legislative Body	Bill	Y	T3    Legislative Body
T3	Legislative Body	Hearing	Y	T3    Legislative Body
T3	Paper Number	Standard	Y	T3    Paper Number
T3	Series Title	Conference Proceedings	Y	T3    Series Title
T3	Series Title	Book Section	Y	T3    Series Title
T3	Series Title	Audiovisual Material	Y	T3    Series Title
T3	Series Title	Electronic Book	Y	T3    Series Title
T3	Series Title	Government Document	Y	T3    Series Title
T3	Series Title	Serial	Y	T3    Series Title
T3	Series Title	Dataset	Y	T3    Series Title
T3	Series Title	Electronic Book Section	Y	T3    Series Title
T3	Supplement No.	Legal Rule or Regulation	Y	T3    Supplement No.
T3	Tertiary Title	Generic	Y	T3    Tertiary Title
T3	Volume Title	Ancient Text	Y	T3    Volume Title
T3	Website Title	Electronic Article	Y	T3    Website Title
TA	Translated Author	Journal Article	N	TA    Translated Author
TA	Translated Author	Book	N	TA    Translated Author
TA	Translated Author	Thesis	N	TA    Translated Author
TA	Translated Author	Conference Proceedings	N	TA    Translated Author
TA	Translated Author	Personal Communication	N	TA    Translated Author
TA	Translated Author	Newspaper Article	N	TA    Translated Author
TA	Translated Author	Computer Program	N	TA    Translated Author
TA	Translated Author	Book Section	N	TA    Translated Author
TA	Translated Author	Magazine Article	N	TA    Translated Author
TA	Translated Author	Edited Book	N	TA    Translated Author
TA	Translated Author	Report	N	TA    Translated Author
TA	Translated Author	Map	N	TA    Translated Author
TA	Translated Author	Audiovisual Material	N	TA    Translated Author
TA	Translated Author	Artwork	N	TA    Translated Author
TA	Translated Author	Patent	N	TA    Translated Author
TA	Translated Author	Web Page	N	TA    Translated Author
TA	Translated Author	Bill	N	TA    Translated Author
TA	Translated Author	Case	N	TA    Translated Author
TA	Translated Author	Hearing	N	TA    Translated Author
TA	Translated Author	Manuscript	N	TA    Translated Author
TA	Translated Author	Manuscript-2	N	TA    Translated Author
TA	Translated Author	Statute	N	TA    Translated Author
TA	Translated Author	Figure	N	TA    Translated Author
TA	Translated Author	Chart or Table	N	TA    Translated Author
TA	Translated Author	Equation	N	TA    Translated Author
TA	Translated Author	Electronic Article	N	TA    Translated Author
TA	Translated Author	Electronic Book	N	TA    Translated Author
TA	Translated Author	Online Database	N	TA    Translated Author
TA	Translated Author	Generic	N	TA    Translated Author
TA	Translated Author	Government Document	N	TA    Translated Author
TA	Translated Author	Conference Paper	N	TA    Translated Author
TA	Translated Author	Online Multimedia	N	TA    Translated Author
TA	Translated Author	Classical Work	N	TA    Translated Author
TA	Translated Author	Legal Rule or Regulation	N	TA    Translated Author
TA	Translated Author	Unpublished Work	N	TA    Translated Author
TA	Translated Author	Ancient Text	N	TA    Translated Author
TA	Translated Author	Dictionary	N	TA    Translated Author
TA	Translated Author	Encyclopedia	N	TA    Translated Author
TA	Translated Author	Grant	N	TA    Translated Author
TA	Translated Author	Aggregated Database	N	TA    Translated Author
TA	Translated Author	Blog	N	TA    Translated Author
TA	Translated Author	Catalog	N	TA    Translated Author
TA	Translated Author	Pamphlet	N	TA    Translated Author
TA	Translated Author	Serial	N	TA    Translated Author
TA	Translated Author	Standard	N	TA    Translated Author
TA	Translated Author	Dataset	N	TA    Translated Author
TA	Translated Author	Electronic Book Section	N	TA    Translated Author
TI	Case Name	Case	Y	TI    Case Name
TI	Name of Act	Statute	Y	TI    Name of Act
TI	Title	Journal Article	Y	TI    Title
TI	Title	Book	Y	TI    Title
TI	Title	Thesis	Y	TI    Title
TI	Title	Conference Proceedings	Y	TI    Title
TI	Title	Personal Communication	Y	TI    Title
TI	Title	Newspaper Article	Y	TI    Title
TI	Title	Computer Program	Y	TI    Title
TI	Title	Book Section	Y	TI    Title
TI	Title	Magazine Article	Y	TI    Title
TI	Title	Edited Book	Y	TI    Title
TI	Title	Report	Y	TI    Title
TI	Title	Map	Y	TI    Title
TI	Title	Audiovisual Material	Y	TI    Title
TI	Title	Artwork	Y	TI    Title
TI	Title	Patent	Y	TI    Title
TI	Title	Web Page	Y	TI    Title
TI	Title	Bill	Y	TI    Title
TI	Title	Hearing	Y	TI    Title
TI	Title	Manuscript	Y	TI    Title
TI	Title	Manuscript-2	Y	TI    Title
TI	Title	Figure	Y	TI    Title
TI	Title	Chart or Table	Y	TI    Title
TI	Title	Equation	Y	TI    Title
TI	Title	Electronic Article	Y	TI    Title
TI	Title	Electronic Book	Y	TI    Title
TI	Title	Online Database	Y	TI    Title
TI	Title	Generic	Y	TI    Title
TI	Title	Government Document	Y	TI    Title
TI	Title	Conference Paper	Y	TI    Title
TI	Title	Online Multimedia	Y	TI    Title
TI	Title	Classical Work	Y	TI    Title
TI	Title	Legal Rule or Regulation	Y	TI    Title
TI	Title	Ancient Text	Y	TI    Title
TI	Title	Dictionary	Y	TI    Title
TI	Title	Encyclopedia	Y	TI    Title
TI	Title	Aggregated Database	Y	TI    Title
TI	Title	Catalog	Y	TI    Title
TI	Title	Pamphlet	Y	TI    Title
TI	Title	Serial	Y	TI    Title
TI	Title	Standard	Y	TI    Title
TI	Title	Dataset	Y	TI    Title
TI	Title	Electronic Book Section	Y	TI    Title
TI	Title of Entry	Blog	Y	TI    Title of Entry
TI	Title of Grant	Grant	Y	TI    Title of Grant
TI	Title of Work	Unpublished Work	Y	TI    Title of Work
TT	Translated Title	Journal Article	N	TT    Translated Title
TT	Translated Title	Book	N	TT    Translated Title
TT	Translated Title	Thesis	N	TT    Translated Title
TT	Translated Title	Conference Proceedings	N	TT    Translated Title
TT	Translated Title	Personal Communication	N	TT    Translated Title
TT	Translated Title	Newspaper Article	N	TT    Translated Title
TT	Translated Title	Computer Program	N	TT    Translated Title
TT	Translated Title	Book Section	N	TT    Translated Title
TT	Translated Title	Magazine Article	N	TT    Translated Title
TT	Translated Title	Edited Book	N	TT    Translated Title
TT	Translated Title	Report	N	TT    Translated Title
TT	Translated Title	Map	N	TT    Translated Title
TT	Translated Title	Audiovisual Material	N	TT    Translated Title
TT	Translated Title	Artwork	N	TT    Translated Title
TT	Translated Title	Patent	N	TT    Translated Title
TT	Translated Title	Web Page	N	TT    Translated Title
TT	Translated Title	Bill	N	TT    Translated Title
TT	Translated Title	Case	N	TT    Translated Title
TT	Translated Title	Hearing	N	TT    Translated Title
TT	Translated Title	Manuscript	N	TT    Translated Title
TT	Translated Title	Manuscript-2	N	TT    Translated Title
TT	Translated Title	Statute	N	TT    Translated Title
TT	Translated Title	Figure	N	TT    Translated Title
TT	Translated Title	Chart or Table	N	TT    Translated Title
TT	Translated Title	Equation	N	TT    Translated Title
TT	Translated Title	Electronic Article	N	TT    Translated Title
TT	Translated Title	Electronic Book	N	TT    Translated Title
TT	Translated Title	Online Database	N	TT    Translated Title
TT	Translated Title	Generic	N	TT    Translated Title
TT	Translated Title	Government Document	N	TT    Translated Title
TT	Translated Title	Conference Paper	N	TT    Translated Title
TT	Translated Title	Online Multimedia	N	TT    Translated Title
TT	Translated Title	Classical Work	N	TT    Translated Title
TT	Translated Title	Legal Rule or Regulation	N	TT    Translated Title
TT	Translated Title	Unpublished Work	N	TT    Translated Title
TT	Translated Title	Ancient Text	N	TT    Translated Title
TT	Translated Title	Dictionary	N	TT    Translated Title
TT	Translated Title	Encyclopedia	N	TT    Translated Title
TT	Translated Title	Grant	N	TT    Translated Title
TT	Translated Title	Aggregated Database	N	TT    Translated Title
TT	Translated Title	Blog	N	TT    Translated Title
TT	Translated Title	Catalog	N	TT    Translated Title
TT	Translated Title	Pamphlet	N	TT    Translated Title
TT	Translated Title	Serial	N	TT    Translated Title
TT	Translated Title	Standard	N	TT    Translated Title
TT	Translated Title	Dataset	N	TT    Translated Title
TT	Translated Title	Electronic Book Section	N	TT    Translated Title
TY	ADVS	Audiovisual Material	Y	TY    ADVS
TY	AGGR	Aggregated Database	Y	TY    AGGR
TY	ANCIENT	Ancient Text	Y	TY    ANCIENT
TY	ART	Artwork	Y	TY    ART
TY	BILL	Bill	Y	TY    BILL
TY	BLOG	Blog	Y	TY    BLOG
TY	BOOK	Book	Y	TY    BOOK
TY	CASE	Case	Y	TY    CASE
TY	CHAP	Book Section	Y	TY    CHAP
TY	CHART	Chart or Table	Y	TY    CHART
TY	CLSWK	Classical Work	Y	TY    CLSWK
TY	COMP	Computer Program	Y	TY    COMP
TY	CONF	Conference Proceedings	Y	TY    CONF
TY	CPAPER	Conference Paper	Y	TY    CPAPER
TY	CTLG	Catalog	Y	TY    CTLG
TY	DATA	Dataset	Y	TY    DATA
TY	DBASE	Online Database	Y	TY    DBASE
TY	DICT	Dictionary	Y	TY    DICT
TY	EBOOK	Electronic Book	Y	TY    EBOOK
TY	ECHAP	Electronic Book Section	Y	TY    ECHAP
TY	EDBOOK	Edited Book	Y	TY    EDBOOK
TY	EJOUR	Electronic Article	Y	TY    EJOUR
TY	ENCYC	Encyclopedia	Y	TY    ENCYC
TY	EQUA	Equation	Y	TY    EQUA
TY	FIGURE	Figure	Y	TY    FIGURE
TY	GEN	Generic	Y	TY    GEN
TY	GOVDOC	Government Document	Y	TY    GOVDOC
TY	GRANT	Grant	Y	TY    GRANT
TY	HEAR	Hearing	Y	TY    HEAR
TY	JOUR	Journal Article	Y	TY    JOUR
TY	LEGAL	Legal Rule or Regulation	Y	TY    LEGAL
TY	MANSCPT	Manuscript	Y	TY    MANSCPT
TY	MAP	Map	Y	TY    MAP
TY	MGZN	Magazine Article	Y	TY    MGZN
TY	MPCT	Manuscript-2	Y	TY    MPCT
TY	MULTI	Online Multimedia	Y	TY    MULTI
TY	NEWS	Newspaper Article	Y	TY    NEWS
TY	PAMP	Pamphlet	Y	TY    PAMP
TY	PAT	Patent	Y	TY    PAT
TY	PCOMM	Personal Communication	Y	TY    PCOMM
TY	RPRT	Report	Y	TY    RPRT
TY	SER	Serial	Y	TY    SER
TY	STAND	Standard	Y	TY    STAND
TY	STAT	Statute	Y	TY    STAT
TY	THES	Thesis	Y	TY    THES
TY	UNPB	Unpublished Work	Y	TY    UNPB
TY	WEB	Web Page	Y	TY    WEB
UR	URL	Journal Article	Y	UR    URL
UR	URL	Book	Y	UR    URL
UR	URL	Thesis	Y	UR    URL
UR	URL	Conference Proceedings	Y	UR    URL
UR	URL	Personal Communication	Y	UR    URL
UR	URL	Newspaper Article	Y	UR    URL
UR	URL	Computer Program	Y	UR    URL
UR	URL	Book Section	Y	UR    URL
UR	URL	Magazine Article	Y	UR    URL
UR	URL	Edited Book	Y	UR    URL
UR	URL	Report	Y	UR    URL
UR	URL	Map	Y	UR    URL
UR	URL	Audiovisual Material	Y	UR    URL
UR	URL	Artwork	Y	UR    URL
UR	URL	Patent	Y	UR    URL
UR	URL	Web Page	Y	UR    URL
UR	URL	Bill	Y	UR    URL
UR	URL	Case	Y	UR    URL
UR	URL	Hearing	Y	UR    URL
UR	URL	Manuscript	Y	UR    URL
UR	URL	Manuscript-2	Y	UR    URL
UR	URL	Statute	Y	UR    URL
UR	URL	Figure	Y	UR    URL
UR	URL	Chart or Table	Y	UR    URL
UR	URL	Equation	Y	UR    URL
UR	URL	Electronic Article	Y	UR    URL
UR	URL	Electronic Book	Y	UR    URL
UR	URL	Online Database	Y	UR    URL
UR	URL	Generic	Y	UR    URL
UR	URL	Government Document	Y	UR    URL
UR	URL	Conference Paper	Y	UR    URL
UR	URL	Online Multimedia	Y	UR    URL
UR	URL	Classical Work	Y	UR    URL
UR	URL	Legal Rule or Regulation	Y	UR    URL
UR	URL	Unpublished Work	Y	UR    URL
UR	URL	Ancient Text	Y	UR    URL
UR	URL	Dictionary	Y	UR    URL
UR	URL	Encyclopedia	Y	UR    URL
UR	URL	Grant	Y	UR    URL
UR	URL	Aggregated Database	Y	UR    URL
UR	URL	Blog	Y	UR    URL
UR	URL	Catalog	Y	UR    URL
UR	URL	Pamphlet	Y	UR    URL
UR	URL	Serial	Y	UR    URL
UR	URL	Standard	Y	UR    URL
UR	URL	Dataset	Y	UR    URL
UR	URL	Electronic Book Section	Y	UR    URL
VL	- Volume	Electronic Article	Y	VL  - Volume
VL	Access Year	Web Page	Y	VL    Access Year
VL	Access Year	Blog	Y	VL    Access Year
VL	Amount Requested	Grant	Y	VL    Amount Requested
VL	Code Number	Statute	Y	VL    Code Number
VL	Code Volume	Bill	Y	VL    Code Volume
VL	Degree	Thesis	Y	VL    Degree
